,Profit
2011-07-05,0.2622860936953307
2011-07-06,0.28766792505152156
2011-07-07,0.2819731450326376
2011-07-08,0.3685941773696778
2011-07-11,0.1720194035865256
2011-07-12,0.07213565525579116
2011-07-13,0.1467401921061914
2011-07-14,0.4647559640412728
2011-07-15,-0.2125747555749001
2011-07-18,1.632354251541465
2011-07-19,0.26890857908667093
2011-07-20,0.8459700724462632
2011-07-21,0.01397777312833088
2011-07-22,0.39662822023475386
2011-07-25,0.6566951407700417
2011-07-26,0.7259573316619029
2011-07-27,0.08277659213933304
2011-07-28,-0.5928472933059685
2011-07-29,0.25636611053747776
2011-08-01,1.1700083083074013
2011-08-02,-0.17152266079745604
2011-08-03,0.29415821550827287
2011-08-04,-0.5192324284023881
2011-08-05,-6.325859480096377
2011-08-08,2.6492625003357184
2011-08-09,0.5725467077347722
2011-08-10,-3.452203914692705
2011-08-11,0.12591238394046333
2011-08-12,-0.14808720019289984
2011-08-16,1.4704736164132497
2011-08-17,0.6157252966420591
2011-08-18,0.13117100820452277
2011-08-19,-1.6350262693833528
2011-08-22,0.860579873462105
2011-08-23,1.9204797984619761
2011-08-24,1.150347318442295
2011-08-25,0.04301986263449234
2011-08-26,0.7644370641011796
2011-08-29,1.4831617625971758
2011-08-30,-0.03814112323324144
2011-08-31,0.21585838328527915
2011-09-01,0.14996095994495806
2011-09-02,-1.6505319028978989
2011-09-05,1.0354046975097881
2011-09-06,0.12358846593451749
2011-09-07,1.0037897978656598
2011-09-08,0.0861065875804033
2011-09-09,0.15785164738934654
2011-09-14,0.21568282716663925
2011-09-15,0.4359704391904387
2011-09-16,1.612696199247738
2011-09-19,1.5006018497395883
2011-09-20,0.11456427622830674
2011-09-21,0.13331124875353792
2011-09-22,0.15464436048582245
2011-09-23,0.17333514900693087
2011-09-26,0.11859555163366857
2011-09-27,0.11721859702531093
2011-09-28,0.04654039737175947
2011-09-29,0.07468232074914571
2011-09-30,0.8543754726451196
2011-10-04,0.24759761771847258
2011-10-05,0.9551490741781986
2011-10-06,0.13489120510398722
2011-10-07,0.1630692535511337
2011-10-10,2.8109733495783855
2011-10-11,0.1437792563138403
2011-10-12,0.17819749859143533
2011-10-13,0.22461835429210136
2011-10-14,0.9718307042897003
2011-10-17,1.0133200618121894
2011-10-18,0.15326933300799359
2011-10-19,0.18645019266786966
2011-10-20,0.2000572593087871
2011-10-21,0.23619858448122166
2011-10-24,0.24974832917773795
2011-10-25,0.17430563744198044
2011-10-26,0.10800234651003228
2011-10-27,0.1639715992579066
2011-10-28,0.2048627961594585
2011-10-31,2.4368095427919667
2011-11-01,0.8037578231587785
2011-11-02,0.10594058716868003
2011-11-03,0.12032275038781212
2011-11-04,0.05933174902310154
2011-11-07,0.8977064374914987
2011-11-08,0.917979987480123
2011-11-09,0.8372930220179132
2011-11-10,1.5191305473975178
2011-11-11,0.9893002633907896
2011-11-14,0.1883531995676148
2011-11-15,0.11737813495140995
2011-11-16,0.06646581977426907
2011-11-17,0.17880117467658768
2011-11-18,0.050063928472558354
2011-11-21,1.0094523854703794
2011-11-22,0.12909620535977773
2011-11-23,0.05539056636577507
2011-11-24,0.12873213845563256
2011-11-25,0.1351428799747278
2011-11-28,0.19440254549903707
2011-11-29,0.12619792024643053
2011-11-30,0.09377484917911233
2011-12-01,0.15406765126621524
2011-12-02,-1.571624157603336
2011-12-05,3.6459296760122015
2011-12-06,0.9889512399464442
2011-12-07,0.1792871958623875
2011-12-08,0.17699750197913475
2011-12-09,0.15815871491928982
2011-12-12,0.18036369838826705
2011-12-13,0.10964688152125321
2011-12-14,0.17111622758277406
2011-12-15,1.2144669652495679
2011-12-16,0.9510706743376379
2011-12-19,0.3408909888781881
2011-12-20,0.065749563987648
2011-12-21,0.17841403534752312
2011-12-22,0.08073335260758063
2011-12-23,0.12112537567839465
2011-12-26,0.18004503126691493
2011-12-27,0.1119685753157019
2011-12-28,0.07734431294214521
2011-12-29,0.05255765942133366
2012-01-02,0.0974630785422132
2013-07-08,6.795850822279974
2013-07-09,-0.5700219431646121
2013-07-10,-0.28573121955698827
2013-07-11,-0.5164102391289535
2013-07-12,0.15211318011114341
2013-07-15,2.294471683632608
2013-07-16,0.4241671713788906
2013-07-17,0.30981698796377344
2013-07-18,-1.3987558599622196
2013-07-19,0.5956440335526183
2013-07-22,-0.11260504182736342
2013-07-23,0.16795339811635682
2013-07-24,1.3916864117255854
2013-07-25,0.6276710977018088
2013-07-26,-0.9398192327752176
2013-07-29,1.5758095389636018
2013-07-30,0.32959793908601165
2013-07-31,0.1980051674043545
2013-08-01,0.2178615314685222
2013-08-02,3.4347188437335716
2013-08-05,-1.6057971398055608
2013-08-06,0.1562091390196949
2013-08-07,-0.8715093346930135
2013-08-08,-0.5151095650633917
2013-08-09,0.6792783772709124
2013-08-12,-1.088793729345973
2013-08-13,0.5646951998016296
2013-08-14,1.41952611749795
2013-08-16,0.3121658768051239
2013-08-19,-3.1367535134440545
2013-08-20,1.0039465272674168
2013-08-21,-0.35098505019079057
2013-08-22,1.8021754141743498
2013-08-23,0.09629960643609964
2013-08-26,-1.5870303300641175
2013-08-27,-0.21686769750853685
2013-08-28,-0.6558269084348228
2013-08-29,0.8283810650199422
2013-08-30,-0.6792637073094823
2013-09-02,0.47674713160322946
2013-09-03,0.13934296053376397
2013-09-04,-1.899113815976455
2013-09-05,-3.5662742373014162
2013-09-06,-1.4520594622965843
2013-09-09,-4.417091773723651
2013-09-10,0.97717102330324
2013-09-11,4.380213299072729
2013-09-12,-1.2494008060607587
