,BondCode,Date,Return,YearToMaturity,Bond_Age,Coupon,D_Vkospi,MKTRF,RF,HML,SMB
15,KR6000061392,2014-12-31,-0.006645287805520087,5.678302532511978,1.322381930184805,4.62,1.3800000000000008,-0.031556666,0.0016423464,-0.02096194,0.029447079
16,KR6000061392,2015-01-31,0.020016474154850934,5.593429158110883,1.4072553045859,4.62,0.6999999999999993,0.023654342,0.0016429424,-0.030862212,0.039346457
17,KR6000061392,2015-02-28,0.003769434974290349,5.516769336071184,1.483915126625599,4.62,-2.5600000000000005,0.021538734,0.0013277531,0.034138203,0.048731565
18,KR6000061392,2015-03-31,0.01065616709624732,5.431895961670089,1.568788501026694,4.62,-0.019999999999999574,0.027807832,0.0015829802,0.010417223,0.05381739
19,KR6000061392,2015-04-30,-0.0038110153620018474,5.349760438056126,1.6509240246406571,4.62,0.6699999999999999,0.042743564,0.001500845,0.009990811,0.014797807
20,KR6000061392,2015-05-31,0.008989777910597595,5.2648870636550305,1.7357973990417521,4.62,0.8300000000000001,-0.0022685528,0.0012316704,-0.0075997114,0.062030077
21,KR6000061392,2015-06-30,-0.011063410206210076,5.1827515400410675,1.8179329226557153,4.62,1.8599999999999994,-0.012580991,0.0013682842,0.0014795065,0.025369167
22,KR6000061392,2015-07-31,0.007900055994593763,5.0978781656399725,1.9028062970568105,4.62,-0.9100000000000001,-0.022864103,0.0013446808,0.01451838,0.027583122
23,KR6000061392,2015-08-31,0.011126069927377488,5.0130047912388775,1.9876796714579055,4.62,6.210000000000001,-0.045903027,0.0011769533,-0.026353061,-0.005376339
24,KR6000061392,2015-09-30,0.0011941647678375533,4.930869267624915,2.0698151950718686,4.62,0.7300000000000004,0.0066108704,0.001167059,0.014811158,0.032906532
25,KR6000061392,2015-10-31,0.001694793422018934,4.84599589322382,2.1546885694729636,4.62,-6.26,0.029134631,0.001227498,-0.010590434,0.01072526
26,KR6000061392,2015-11-30,-0.002821551472480366,4.763860369609857,2.236824093086927,4.62,0.14999999999999858,-0.016242087,0.0012357235,-0.012472928,-0.0055532455
27,KR6000061392,2015-12-31,0.0009160121237794065,4.678986995208761,2.321697467488022,4.62,-0.1899999999999995,-0.015781283,0.0012151003,0.023760438,0.015543699
28,KR6000061392,2016-01-31,0.014024358975068494,4.594113620807666,2.406570841889117,4.62,3.75,-0.022735536,0.0011734962,-0.019348145,-0.016647696
29,KR6000061392,2016-02-29,0.001924532775432523,4.514715947980835,2.485968514715948,4.62,-0.370000000000001,-0.005442679,0.0010547638,0.06845844,-0.019815147
30,KR6000061392,2016-03-31,-0.0031568094186428678,4.42984257357974,2.5708418891170433,4.62,-5.229999999999999,0.041882277,0.0012924671,-0.0058819056,0.04481721
31,KR6000061392,2016-04-30,0.005943948269246006,4.347707049965777,2.652977412731006,4.62,0.08999999999999986,0.00034964085,0.0011694431,0.014228463,0.024296045
32,KR6000061392,2016-05-31,-0.0055761808307868916,4.262833675564682,2.737850787132101,4.62,-0.6099999999999994,-0.0058924556,0.0011734962,-0.024124503,0.0049473047
33,KR6000061392,2016-06-30,0.005425269971671278,4.180698151950718,2.8199863107460645,4.62,2.09,-0.011274815,0.0010724068,-0.0052906275,-0.012120068
34,KR6000061392,2016-07-31,0.007898880256457547,4.095824777549623,2.9048596851471595,4.62,-1.3000000000000007,0.025521874,0.0010160208,0.036870956,0.045575857
35,KR6000061392,2016-08-31,0.003166420944757089,4.010951403148528,2.9897330595482545,4.62,-1.0399999999999991,-0.0019974113,0.0010706186,0.040550828,-0.040994942
36,KR6000061392,2016-09-30,-0.004468079192824112,3.9288158795345653,3.0718685831622174,4.62,2.549999999999999,0.0065163374,0.0009301901,0.004203677,0.044793487
37,KR6000061392,2016-10-31,-0.004364827903927518,3.8439425051334704,3.156741957563313,4.62,0.5,-0.027502298,0.0009729862,0.07340324,-0.04731095
38,KR6000061392,2016-11-30,-0.0077610632728095635,3.761806981519507,3.238877481177276,4.62,-1.8099999999999987,-0.017644525,0.0010644197,0.05989468,-0.0013455749
39,KR6000061392,2016-12-31,0.000457508026222689,3.676933607118412,3.323750855578371,4.62,-1.290000000000001,0.025486708,0.0010117292,0.0038882494,0.024711609
40,KR6000061392,2017-01-31,0.008576399396861155,3.592060232717317,3.4086242299794662,4.62,1.0199999999999996,0.013376236,0.0009804964,0.0044180155,-0.012093842
41,KR6000061392,2017-02-28,0.0055620409823685804,3.515400410677618,3.485284052019165,4.62,-1.8899999999999988,0.008121848,0.0009711981,0.020214558,-0.049218833
42,KR6000061392,2017-03-31,-0.006071290862828132,3.430527036276523,3.57015742642026,4.62,0.41999999999999993,0.028885365,0.0010646582,-4.3272972e-05,-0.010838091
43,KR6000061392,2017-04-30,0.005824323816814847,3.34839151266256,3.652292950034223,4.62,1.209999999999999,0.019146204,0.0009691715,-0.024638832,-0.017718256
44,KR6000061392,2017-05-31,0.005752995465281754,3.263518138261465,3.7371663244353184,4.62,0.9100000000000001,0.060020328,0.0009223223,0.002917409,-0.038987458
45,KR6000061392,2017-06-30,-0.005795299661838903,3.1813826146475015,3.8193018480492813,4.62,-1.1799999999999997,0.018881917,0.0010272264,0.010261655,-0.0035901666
46,KR6000061392,2017-07-31,0.005515200649358415,3.0965092402464065,3.9041752224503763,4.62,0.7899999999999991,-0.0004799962,0.0010243654,0.02935636,-0.0278939
47,KR6000061392,2017-08-31,0.005120821849142243,3.0116358658453115,3.9890485968514717,4.62,0.8500000000000014,-0.014061213,0.001065731,-0.030728042,0.008558154
48,KR6000061392,2017-09-30,-0.008944063849337163,2.9295003422313486,4.071184120465435,4.62,-0.23000000000000043,0.009470224,0.0010386705,-0.014450014,-0.068956554
49,KR6000061392,2017-10-31,-0.000903382474798656,2.844626967830253,4.15605749486653,4.62,-1.3499999999999996,0.05409515,0.00078547,-0.03177941,-0.039292336
50,KR6000061392,2017-11-30,-0.0016566386854355549,2.7624914442162902,4.238193018480493,4.62,1.1399999999999988,-0.0029873252,0.0010919571,-0.039925814,0.037437677
51,KR6000061392,2017-12-31,-0.004866065932576922,2.6776180698151952,4.323066392881588,4.62,-1.1399999999999988,0.0008113384,0.0011268854,-0.023400605,-0.0072405934
52,KR6000061392,2018-01-31,0.0042204390385349976,2.5927446954141,4.407939767282683,4.62,2.4799999999999986,0.054472208,0.0012952089,-0.031959534,0.062416553
53,KR6000061392,2018-02-28,-0.004645242333284947,2.516084873374401,4.484599589322382,4.62,1.0100000000000016,-0.056241572,0.0010566711,-0.008519113,0.010315776
54,KR6000061392,2018-03-31,-0.0039209770022841164,2.431211498973306,4.569472963723477,4.62,1.9899999999999984,0.007334709,0.001234889,-0.038406193,0.027524471
55,KR6000061392,2018-04-30,0.006859342148039545,2.349075975359343,4.65160848733744,4.62,-3.9499999999999993,0.02390647,0.001218915,0.054457426,0.0464077
56,KR6000061392,2018-05-31,0.006605627541684033,2.2642026009582477,4.736481861738535,4.62,0.9600000000000009,-0.03179884,0.0011798143,0.028390527,0.061386585
57,KR6000061392,2018-06-30,-0.004058777972113141,2.1820670773442847,4.818617385352498,4.62,1.4899999999999984,-0.04549706,0.0011143684,-0.03792727,-0.05746287
58,KR6000061392,2018-07-31,0.006644301647557799,2.0971937029431897,4.903490759753593,4.62,-2.9899999999999984,-0.02026558,0.0012879372,0.006510377,-0.017917395
59,KR6000061392,2018-08-31,0.010090555330167991,2.0123203285420943,4.988364134154689,4.62,-1.4100000000000001,0.016878963,0.0012928247,-0.032201886,0.015471935
60,KR6000061392,2018-09-30,-0.007570154514785567,1.9301848049281314,5.070499657768652,4.62,-0.40000000000000036,0.0075536966,0.0010304451,0.037847638,-0.015267909
61,KR6000061392,2018-10-31,0.006269479213268792,1.8453114305270362,5.155373032169747,4.62,9.249999999999998,-0.14634287,0.0012527704,0.022259712,-0.078670084
62,KR6000061392,2018-11-30,0.006639332074241492,1.7631759069130732,5.23750855578371,4.62,-1.9199999999999982,0.037180424,0.0013076067,0.0038148165,0.037946343
63,KR6000061392,2018-12-31,-0.004730754917734954,1.678302532511978,5.322381930184805,4.62,0.41999999999999815,-0.028188467,0.0013151169,0.042541027,-0.0030705333
64,KR6000061392,2019-01-31,0.007918950018003834,1.593429158110883,5.4072553045859,4.62,-3.4799999999999986,0.07613635,0.0015212297,-0.0037445426,0.03652942
65,KR6000061392,2019-02-28,-0.005619070580417068,1.516769336071184,5.4839151266255985,4.62,-0.019999999999999574,-0.0020899177,0.0011767149,-0.023782313,-0.017920196
66,KR6000061392,2019-03-31,-0.004049760458509355,1.431895961670089,5.568788501026694,4.62,-1.200000000000001,-0.023097217,0.0013840199,-0.027465463,0.034859776
67,KR6000061392,2019-04-30,0.006064089792559427,1.3497604380561259,5.650924024640657,4.62,-1.0099999999999998,0.028561473,0.0015120506,-0.005485475,0.023379803
68,KR6000061392,2019-05-31,-0.0037509341802165887,1.264887063655031,5.735797399041752,4.62,4.040000000000001,-0.075119555,0.001442194,0.007988095,0.035581827
69,KR6000061392,2019-06-30,-0.005370692559420286,1.1827515400410678,5.817932922655715,4.62,-2.8900000000000006,0.03450787,0.0013133287,-0.004888892,0.0060688257
70,KR6000061392,2019-07-31,0.008142800080848493,1.0978781656399725,5.90280629705681,4.62,0.8599999999999994,-0.05663967,0.0014781952,0.014533877,-0.046985388
71,KR6000061392,2019-08-31,-0.0050200244124952225,1.0130047912388775,5.987679671457905,4.62,0.46000000000000085,-0.029811382,0.0012503862,-0.0069253445,0.015242934
72,KR6000061392,2019-09-30,-0.007103957864216529,0.9308692676249144,6.069815195071868,4.62,-0.5999999999999996,0.0429976,0.001136303,0.02086997,-0.017380416
73,KR6000061392,2019-10-31,0.005365723831235197,0.8459958932238193,6.154688569472964,4.62,-1.5600000000000005,0.0155335665,0.001129508,-0.055458486,-0.011573315
74,KR6000061392,2019-11-30,-0.005967661119262867,0.7638603696098563,6.236824093086927,4.62,0.370000000000001,-0.0046987534,0.0010603666,0.028480768,-0.009554803
75,KR6000061392,2019-12-31,-0.0054694372595292,0.6789869952087612,6.321697467488022,4.62,0.7299999999999986,0.052313328,0.001008749,-0.009666026,-0.022444367
76,KR6000061392,2020-01-31,0.006297651194270069,0.5941136208076659,6.406570841889117,4.62,4.6,-0.037364244,0.0010046959,-0.0325706,0.011037469
77,KR6000061392,2020-02-29,0.005900119536005464,0.5147159479808351,6.485968514715948,4.62,14.520000000000003,-0.061257005,0.0009776354,-0.03096211,-0.0046722293
78,KR6000061392,2020-03-31,-0.005888598850134409,0.42984257357973993,6.570841889117043,4.62,14.739999999999995,-0.11064613,0.00086665154,-0.13567126,-0.012868762
79,KR6000061392,2020-04-30,0.004828856630949502,0.34770704996577684,6.652977412731006,4.62,-18.039999999999996,0.112997055,0.00058579445,0.024506688,0.055819035
80,KR6000061392,2020-05-31,-0.0053209415909010165,0.26283367556468173,6.737850787132102,4.62,-4.870000000000001,0.051341772,0.0005238056,-0.026213646,0.031090975
81,KR6000061392,2020-06-30,-0.005502479317545527,0.1806981519507187,6.8199863107460645,4.62,5.43,0.037653804,0.00041639805,-0.03878194,-0.03917688
82,KR6000061392,2020-07-31,0.005344546539603372,0.09582477754962354,6.9048596851471595,4.62,-7.5,0.07252276,0.00043570995,-0.009844303,0.02137959
83,KR6000061392,2020-08-31,0.00501299791118844,0.010951403148528405,6.9897330595482545,4.62,4.199999999999999,0.034977198,0.00040006638,0.023759842,-0.016608834
1484,KR6000123390,2013-09-30,0.015368239676913103,6.945927446954141,0.05475701574264202,4.15,-0.34999999999999964,0.034511924,0.0017659664,0.0016531944,-0.016530037
1485,KR6000123390,2013-10-31,0.005484113916179577,6.861054072553046,0.13963039014373715,4.15,-0.9700000000000006,0.012519717,0.0020594597,-0.026865244,-0.014575422
1486,KR6000123390,2013-11-30,-0.008685176693571753,6.778918548939083,0.22176591375770022,4.15,0.009999999999999787,0.0019202232,0.0020570755,0.0270468,-0.037973344
1487,KR6000123390,2013-12-31,0.0023819012369342765,6.694045174537988,0.3066392881587953,4.15,-1.58,-0.01990825,0.0019602776,0.045435905,-0.029371738
1488,KR6000123390,2014-01-31,0.00952030666996512,6.609171800136893,0.3915126625598905,4.15,1.5899999999999999,-0.030909777,0.0019602776,0.0130569935,0.050428152
1489,KR6000123390,2014-02-28,0.01593723164056115,6.532511978097194,0.4681724845995893,4.15,-0.9399999999999995,0.018859982,0.0019513369,0.038888216,0.014981627
1490,KR6000123390,2014-03-31,-0.012568389195409835,6.447638603696099,0.5530458590006845,4.15,0.33000000000000007,0.0028038025,0.002041936,0.0051534176,0.034718752
1491,KR6000123390,2014-04-30,0.006309853182564705,6.365503080082136,0.6351813826146475,4.15,-2.2200000000000006,-0.009759486,0.0021469593,0.01500845,0.030501127
1492,KR6000123390,2014-05-31,0.01686192469011742,6.28062970568104,0.7200547570157426,4.15,-0.7400000000000002,0.010901332,0.0018564463,0.008913159,-0.004132569
1493,KR6000123390,2014-06-30,-0.0036400456393746233,6.198494182067077,0.8021902806297057,4.15,0.620000000000001,-0.00022631884,0.0018496513,0.014453292,-0.004473388
1494,KR6000123390,2014-07-31,0.01210550199147487,6.113620807665982,0.8870636550308009,4.15,1.209999999999999,0.030948997,0.0022431612,0.05465114,-0.020651579
1495,KR6000123390,2014-08-31,0.007269398227676932,6.028747433264887,0.971937029431896,4.15,-1.83,0.0006802082,0.001843214,-0.004039943,0.03838432
1496,KR6000123390,2014-09-30,0.01175118505399235,5.946611909650924,1.054072553045859,4.15,1.83,-0.02217716,0.0016676188,0.019747019,0.012692094
1497,KR6000123390,2014-10-31,0.018064460365879904,5.861738535249829,1.1389459274469542,4.15,1.3000000000000007,-0.02893126,0.0017139912,-0.018586934,0.014822841
1498,KR6000123390,2014-11-30,0.009798514362198404,5.779603011635865,1.2210814510609171,4.15,-2.4000000000000004,0.0032566786,0.001557827,-0.015364587,-0.016938686
1499,KR6000123390,2014-12-31,-0.005499425563264681,5.69472963723477,1.3059548254620124,4.15,1.3800000000000008,-0.031556666,0.0016423464,-0.02096194,0.029447079
1500,KR6000123390,2015-01-31,0.020169756989870124,5.6098562628336754,1.3908281998631074,4.15,0.6999999999999993,0.023654342,0.0016429424,-0.030862212,0.039346457
1501,KR6000123390,2015-02-28,0.0035998964578166687,5.533196440793977,1.4674880219028064,4.15,-2.5600000000000005,0.021538734,0.0013277531,0.034138203,0.048731565
1502,KR6000123390,2015-03-31,0.01170232918168488,5.448323066392882,1.5523613963039014,4.15,-0.019999999999999574,0.027807832,0.0015829802,0.010417223,0.05381739
1503,KR6000123390,2015-04-30,-0.005206701225379186,5.366187542778919,1.6344969199178645,4.15,0.6699999999999999,0.042743564,0.001500845,0.009990811,0.014797807
1504,KR6000123390,2015-05-31,0.008407268855392534,5.281314168377824,1.7193702943189597,4.15,0.8300000000000001,-0.0022685528,0.0012316704,-0.0075997114,0.062030077
1505,KR6000123390,2015-06-30,-0.010558507833042631,5.19917864476386,1.8015058179329226,4.15,1.8599999999999994,-0.012580991,0.0013682842,0.0014795065,0.025369167
1506,KR6000123390,2015-07-31,0.0077553993875403284,5.114305270362765,1.8863791923340179,4.15,-0.9100000000000001,-0.022864103,0.0013446808,0.01451838,0.027583122
1507,KR6000123390,2015-08-31,0.011080964933026358,5.02943189596167,1.9712525667351128,4.15,6.210000000000001,-0.045903027,0.0011769533,-0.026353061,-0.005376339
1508,KR6000123390,2015-09-30,0.0009845797705394098,4.947296372347707,2.0533880903490758,4.15,0.7300000000000004,0.0066108704,0.001167059,0.014811158,0.032906532
1509,KR6000123390,2015-10-31,0.0011926493659376119,4.862422997946612,2.138261464750171,4.15,-6.26,0.029134631,0.001227498,-0.010590434,0.01072526
1510,KR6000123390,2015-11-30,-0.013258173420327169,4.780287474332649,2.220396988364134,4.15,0.14999999999999858,-0.016242087,0.0012357235,-0.012472928,-0.0055532455
1511,KR6000123390,2015-12-31,0.0011059062684821046,4.695414099931554,2.305270362765229,4.15,-0.1899999999999995,-0.015781283,0.0012151003,0.023760438,0.015543699
1512,KR6000123390,2016-01-31,0.013210594469667446,4.610540725530458,2.3901437371663246,4.15,3.75,-0.022735536,0.0011734962,-0.019348145,-0.016647696
1513,KR6000123390,2016-02-29,0.002454983418618179,4.531143052703627,2.4695414099931554,4.15,-0.370000000000001,-0.005442679,0.0010547638,0.06845844,-0.019815147
1514,KR6000123390,2016-03-31,-0.003044810360512202,4.446269678302532,2.5544147843942504,4.15,-5.229999999999999,0.041882277,0.0012924671,-0.0058819056,0.04481721
1515,KR6000123390,2016-04-30,0.007092311897141176,4.3641341546885695,2.6365503080082138,4.15,0.08999999999999986,0.00034964085,0.0011694431,0.014228463,0.024296045
1516,KR6000123390,2016-05-31,0.004375657402333369,4.2792607802874745,2.7214236824093088,4.15,-0.6099999999999994,-0.0058924556,0.0011734962,-0.024124503,0.0049473047
1517,KR6000123390,2016-06-30,0.005918434156890711,4.1971252566735116,2.8035592060232717,4.15,2.09,-0.011274815,0.0010724068,-0.0052906275,-0.012120068
1518,KR6000123390,2016-07-31,0.007447774011262622,4.112251882272417,2.8884325804243667,4.15,-1.3000000000000007,0.025521874,0.0010160208,0.036870956,0.045575857
1519,KR6000123390,2016-08-31,0.002873318134932573,4.027378507871321,2.973305954825462,4.15,-1.0399999999999991,-0.0019974113,0.0010706186,0.040550828,-0.040994942
1520,KR6000123390,2016-09-30,-0.003791473802244753,3.9452429842573578,3.055441478439425,4.15,2.549999999999999,0.0065163374,0.0009301901,0.004203677,0.044793487
1521,KR6000123390,2016-10-31,-0.0050745150007442934,3.8603696098562628,3.14031485284052,4.15,0.5,-0.027502298,0.0009729862,0.07340324,-0.04731095
1522,KR6000123390,2016-11-30,-0.008359696046304085,3.7782340862423,3.2224503764544834,4.15,-1.8099999999999987,-0.017644525,0.0010644197,0.05989468,-0.0013455749
1523,KR6000123390,2016-12-31,0.0011519007197359093,3.693360711841205,3.3073237508555784,4.15,-1.290000000000001,0.025486708,0.0010117292,0.0038882494,0.024711609
1524,KR6000123390,2017-01-31,0.0077477632016148875,3.6084873374401094,3.3921971252566734,4.15,1.0199999999999996,0.013376236,0.0009804964,0.0044180155,-0.012093842
1525,KR6000123390,2017-02-28,0.005071930297820819,3.5318275154004106,3.468856947296372,4.15,-1.8899999999999988,0.008121848,0.0009711981,0.020214558,-0.049218833
1526,KR6000123390,2017-03-31,-0.005420358246945338,3.4469541409993156,3.5537303216974676,4.15,0.41999999999999993,0.028885365,0.0010646582,-4.3272972e-05,-0.010838091
1527,KR6000123390,2017-04-30,0.00452385030513701,3.3648186173853527,3.6358658453114305,4.15,1.209999999999999,0.019146204,0.0009691715,-0.024638832,-0.017718256
1528,KR6000123390,2017-05-31,0.005138126030031627,3.2799452429842573,3.7207392197125255,4.15,0.9100000000000001,0.060020328,0.0009223223,0.002917409,-0.038987458
1529,KR6000123390,2017-06-30,-0.004746271388959549,3.1978097193702943,3.802874743326489,4.15,-1.1799999999999997,0.018881917,0.0010272264,0.010261655,-0.0035901666
1530,KR6000123390,2017-07-31,0.004907949807410826,3.1129363449691994,3.887748117727584,4.15,0.7899999999999991,-0.0004799962,0.0010243654,0.02935636,-0.0278939
1531,KR6000123390,2017-08-31,-0.0053651705054971344,3.028062970568104,3.972621492128679,4.15,0.8500000000000014,-0.014061213,0.001065731,-0.030728042,0.008558154
1532,KR6000123390,2017-09-30,-0.008662599390968655,2.945927446954141,4.054757015742642,4.15,-0.23000000000000043,0.009470224,0.0010386705,-0.014450014,-0.068956554
1533,KR6000123390,2017-10-31,-0.0017723936925011213,2.861054072553046,4.139630390143737,4.15,-1.3499999999999996,0.05409515,0.00078547,-0.03177941,-0.039292336
1534,KR6000123390,2017-11-30,-0.0012429945453563767,2.7789185489390826,4.2217659137577,4.15,1.1399999999999988,-0.0029873252,0.0010919571,-0.039925814,0.037437677
1535,KR6000123390,2017-12-31,-0.004427510963078452,2.6940451745379876,4.306639288158795,4.15,-1.1399999999999988,0.0008113384,0.0011268854,-0.023400605,-0.0072405934
1536,KR6000123390,2018-01-31,0.003333268950936364,2.6091718001368926,4.39151266255989,4.15,2.4799999999999986,0.054472208,0.0012952089,-0.031959534,0.062416553
1537,KR6000123390,2018-02-28,-0.0038965642213714094,2.532511978097194,4.468172484599589,4.15,1.0100000000000016,-0.056241572,0.0010566711,-0.008519113,0.010315776
1538,KR6000123390,2018-03-31,-0.00344811035969577,2.4476386036960984,4.553045859000685,4.15,1.9899999999999984,0.007334709,0.001234889,-0.038406193,0.027524471
1539,KR6000123390,2018-04-30,0.006137247028004791,2.3655030800821355,4.635181382614648,4.15,-3.9499999999999993,0.02390647,0.001218915,0.054457426,0.0464077
1540,KR6000123390,2018-05-31,0.005695937153395668,2.2806297056810405,4.720054757015743,4.15,0.9600000000000009,-0.03179884,0.0011798143,0.028390527,0.061386585
1541,KR6000123390,2018-06-30,-0.002729853164745954,2.198494182067077,4.802190280629706,4.15,1.4899999999999984,-0.04549706,0.0011143684,-0.03792727,-0.05746287
1542,KR6000123390,2018-07-31,0.006095467819893985,2.113620807665982,4.887063655030801,4.15,-2.9899999999999984,-0.02026558,0.0012879372,0.006510377,-0.017917395
1543,KR6000123390,2018-08-31,-0.0004025601437020396,2.028747433264887,4.971937029431896,4.15,-1.4100000000000001,0.016878963,0.0012928247,-0.032201886,0.015471935
1544,KR6000123390,2018-09-30,-0.007274512583725805,1.946611909650924,5.054072553045859,4.15,-0.40000000000000036,0.0075536966,0.0010304451,0.037847638,-0.015267909
1545,KR6000123390,2018-10-31,0.005454391796667153,1.8617385352498288,5.138945927446954,4.15,9.249999999999998,-0.14634287,0.0012527704,0.022259712,-0.078670084
1546,KR6000123390,2018-11-30,0.00587790113888986,1.7796030116358659,5.221081451060917,4.15,-1.9199999999999982,0.037180424,0.0013076067,0.0038148165,0.037946343
1547,KR6000123390,2018-12-31,-0.004318344698539731,1.6947296372347707,5.305954825462012,4.15,0.41999999999999815,-0.028188467,0.0013151169,0.042541027,-0.0030705333
1548,KR6000123390,2019-01-31,0.007199184777330485,1.6098562628336757,5.390828199863107,4.15,-3.4799999999999986,0.07613635,0.0015212297,-0.0037445426,0.03652942
1549,KR6000123390,2019-02-28,0.004833551764123724,1.5331964407939767,5.467488021902806,4.15,-0.019999999999999574,-0.0020899177,0.0011767149,-0.023782313,-0.017920196
1550,KR6000123390,2019-03-31,-0.0033836084589281158,1.4483230663928817,5.552361396303901,4.15,-1.200000000000001,-0.023097217,0.0013840199,-0.027465463,0.034859776
1551,KR6000123390,2019-04-30,0.005388827100299055,1.3661875427789185,5.634496919917864,4.15,-1.0099999999999998,0.028561473,0.0015120506,-0.005485475,0.023379803
1552,KR6000123390,2019-05-31,-0.0034124890671646917,1.2813141683778233,5.71937029431896,4.15,4.040000000000001,-0.075119555,0.001442194,0.007988095,0.035581827
1553,KR6000123390,2019-06-30,-0.004841164138210555,1.1991786447638604,5.801505817932923,4.15,-2.8900000000000006,0.03450787,0.0013133287,-0.004888892,0.0060688257
1554,KR6000123390,2019-07-31,0.007224947132535057,1.1143052703627652,5.886379192334018,4.15,0.8599999999999994,-0.05663967,0.0014781952,0.014533877,-0.046985388
1555,KR6000123390,2019-08-31,-0.00458147166272125,1.0294318959616702,5.971252566735113,4.15,0.46000000000000085,-0.029811382,0.0012503862,-0.0069253445,0.015242934
1556,KR6000123390,2019-09-30,-0.0067564245307623946,0.947296372347707,6.053388090349076,4.15,-0.5999999999999996,0.0429976,0.001136303,0.02086997,-0.017380416
1557,KR6000123390,2019-10-31,0.004725545808937637,0.8624229979466119,6.138261464750171,4.15,-1.5600000000000005,0.0155335665,0.001129508,-0.055458486,-0.011573315
1558,KR6000123390,2019-11-30,0.004285330216624456,0.7802874743326489,6.220396988364135,4.15,0.370000000000001,-0.0046987534,0.0010603666,0.028480768,-0.009554803
1559,KR6000123390,2019-12-31,-0.005048744713346681,0.6954140999315537,6.30527036276523,4.15,0.7299999999999986,0.052313328,0.001008749,-0.009666026,-0.022444367
1560,KR6000123390,2020-01-31,0.0055348386453072254,0.6105407255304586,6.3901437371663246,4.15,4.6,-0.037364244,0.0010046959,-0.0325706,0.011037469
1561,KR6000123390,2020-02-29,0.005297700199049158,0.5311430527036276,6.469541409993155,4.15,14.520000000000003,-0.061257005,0.0009776354,-0.03096211,-0.0046722293
1562,KR6000123390,2020-03-31,-0.005510651899032413,0.4462696783025325,6.55441478439425,4.15,14.739999999999995,-0.11064613,0.00086665154,-0.13567126,-0.012868762
1563,KR6000123390,2020-04-30,0.004018782716711171,0.36413415468856947,6.636550308008213,4.15,-18.039999999999996,0.112997055,0.00058579445,0.024506688,0.055819035
1564,KR6000123390,2020-05-31,0.005249466850748524,0.2792607802874743,6.721423682409308,4.15,-4.870000000000001,0.051341772,0.0005238056,-0.026213646,0.031090975
1565,KR6000123390,2020-06-30,-0.0050202879158680064,0.1971252566735113,6.803559206023272,4.15,5.43,0.037653804,0.00041639805,-0.03878194,-0.03917688
1566,KR6000123390,2020-07-31,0.00480264054372944,0.11225188227241616,6.888432580424367,4.15,-7.5,0.07252276,0.00043570995,-0.009844303,0.02137959
1567,KR6000123390,2020-08-31,0.0043636547574933265,0.02737850787132101,6.973305954825462,4.15,4.199999999999999,0.034977198,0.00040006638,0.023759842,-0.016608834
